tract,med_hh_income,med_hh_income_universe,ami_category,below_med_income,below_60pct_med_income,below_moderate_income,sup_dist,csa,spa,ESRI_OID,Shape__Area,Shape__Length
06037101110,84091,1558,Low Income,Yes,No,Yes,District 5,Los Angeles - Tujunga,SPA 2 - San Fernando,4842,12329806.2148438,14765.6490038758
06037101122,99583,1407,Low Income,No,No,Yes,District 5,Los Angeles - Tujunga,SPA 2 - San Fernando,4843,29088657.1923828,30028.2137708717
06037101220,69676,1357,Low Income,Yes,Yes,Yes,District 5,Los Angeles - Tujunga,SPA 2 - San Fernando,4844,7532651.15527344,12504.5521301933
06037101221,53798,1483,Very Low Income,Yes,Yes,Yes,District 5,Los Angeles - Tujunga,SPA 2 - San Fernando,4845,3874399.41796875,8938.42134861514
06037101222,45662,948,Very Low Income,Yes,Yes,Yes,District 5,Los Angeles - Tujunga,SPA 2 - San Fernando,4846,3090537.72753906,9750.96042020995
06037101300,125675,1513,Above Moderate Income,No,No,No,District 5,Los Angeles - Tujunga,SPA 2 - San Fernando,4847,27694822.4121094,28700.8705710272
06037101400,81154,1336,Low Income,Yes,Yes,Yes,District 5,Los Angeles - Tujunga,SPA 2 - San Fernando,4848,67867979.1171875,41887.3323731771
06037102103,72656,714,Low Income,Yes,Yes,Yes,District 5,Los Angeles - Sun Valley,SPA 2 - San Fernando,4849,12811195.3740234,16198.5518254667
06037102104,107656,1299,Low Income,No,No,Yes,District 5,Los Angeles - Sun Valley,SPA 2 - San Fernando,4850,17933361.9628906,27118.7081563965
06037102105,96167,518,Low Income,Yes,No,Yes,District 5,Los Angeles - Sun Valley,SPA 2 - San Fernando,4851,5257057.125,9952.66420243989
06037102107,104500,1184,Low Income,No,No,Yes,District 5,Los Angeles - Sunland,SPA 2 - San Fernando,4852,139121771.666016,63442.6564858111
06037103101,117857,982,Above Moderate Income,No,No,No,District 5,Los Angeles - Sunland,SPA 2 - San Fernando,4853,21327764.9394531,24165.7669241483
06037103102,71754,1646,Low Income,Yes,Yes,Yes,District 5,Los Angeles - Sunland,SPA 2 - San Fernando,4854,13323875.8798828,16273.2413130881
06037103201,91213,1581,Low Income,Yes,No,Yes,District 5,Los Angeles - Sunland,SPA 2 - San Fernando,4855,21040409.2324219,18173.2239589304
06037103202,117338,649,Moderate Income,No,No,Yes,District 5,Los Angeles - Lakeview Terrace,SPA 2 - San Fernando,4856,51185007.7939453,44562.150658153
06037103300,148036,1296,Above Moderate Income,No,No,No,District 5,Los Angeles - Shadow Hills,SPA 2 - San Fernando,4857,66024681.0556641,37007.098020571
06037103401,100893,972,Low Income,No,No,Yes,District 5,Los Angeles - Sunland,SPA 2 - San Fernando,4858,15045317.2578125,20208.4809663066
06037103402,106161,1378,Low Income,No,No,Yes,District 5,Los Angeles - Sunland,SPA 2 - San Fernando,4859,11987350.8457031,14259.8471616325
06037104103,109688,868,Low Income,No,No,Yes,District 5,Los Angeles - Lakeview Terrace,SPA 2 - San Fernando,4860,10007491.6875,12992.0373117186
06037104105,60519,1580,Very Low Income,Yes,Yes,Yes,District 3,Los Angeles - Pacoima,SPA 2 - San Fernando,4861,6295469.3984375,11639.6968948502
06037104108,73344,1291,Low Income,Yes,Yes,Yes,District 3,Los Angeles - Pacoima,SPA 2 - San Fernando,4862,11698537.2763672,18498.0049415872
06037104124,90469,1325,Low Income,Yes,No,Yes,District 5,Unincorporated - Kagel/Lopez Canyons,SPA 2 - San Fernando,4863,47953358.1806641,37473.8141348432
06037104201,101509,863,Low Income,No,No,Yes,District 3,Los Angeles - Pacoima,SPA 2 - San Fernando,4864,11778994.3974609,14691.8972461659
06037104203,67872,1074,Very Low Income,Yes,Yes,Yes,District 3,Los Angeles - Pacoima,SPA 2 - San Fernando,4865,7619758.296875,11052.5266501792
06037104204,66167,718,Very Low Income,Yes,Yes,Yes,District 5,Los Angeles - Lakeview Terrace,SPA 2 - San Fernando,4866,28691700.7539062,29780.4311142764
06037104310,106250,885,Low Income,No,No,Yes,District 3,Los Angeles - Pacoima,SPA 2 - San Fernando,4867,16008672.9794922,19026.1836900057
06037104321,65521,773,Very Low Income,Yes,Yes,Yes,District 3,Los Angeles - Pacoima,SPA 2 - San Fernando,4868,5595372.671875,10641.697631319
06037104322,88125,445,Low Income,Yes,No,Yes,District 3,Los Angeles - Pacoima,SPA 2 - San Fernando,4869,7498677.06640625,14606.3833433496
06037104401,75234,623,Low Income,Yes,Yes,Yes,District 3,Los Angeles - Pacoima,SPA 2 - San Fernando,4870,7474268.68945312,12419.644324963
06037104403,98400,510,Low Income,No,No,Yes,District 3,Los Angeles - Pacoima,SPA 2 - San Fernando,4871,7398381.78320312,16067.758161955
06037104404,88125,746,Low Income,Yes,No,Yes,District 3,Los Angeles - Pacoima,SPA 2 - San Fernando,4872,5808075.99707031,10935.7071888996
06037104500,77888,621,Low Income,Yes,Yes,Yes,District 3,Los Angeles - Pacoima,SPA 2 - San Fernando,4873,5715318.89160156,11300.664483623
06037104610,86220,652,Low Income,Yes,No,Yes,District 3,Los Angeles - Pacoima,SPA 2 - San Fernando,4874,6371675.47460938,11599.2417873073
06037104620,88972,703,Low Income,Yes,No,Yes,District 3,Los Angeles - Pacoima,SPA 2 - San Fernando,4875,5716579.41699219,11300.4360398197
06037104701,53011,953,Very Low Income,Yes,Yes,Yes,District 3,Los Angeles - Pacoima,SPA 2 - San Fernando,4876,5925369.99023438,11097.7272401209
06037104703,47981,607,Very Low Income,Yes,Yes,Yes,District 3,Los Angeles - Pacoima,SPA 2 - San Fernando,4877,12497379.4765625,15258.6129943213
06037115103,,14,,,,,District 3,Los Angeles - Northridge,SPA 2 - San Fernando,4878,16329320.5546875,22141.5749947959
06037104704,72784,1231,Low Income,Yes,Yes,Yes,District 3,Los Angeles - Pacoima,SPA 2 - San Fernando,4879,17921965.6357422,16919.1964901945
06037104821,81518,751,Low Income,Yes,Yes,Yes,District 3,Los Angeles - Pacoima,SPA 2 - San Fernando,4880,5724316.27636719,11302.2406259718
06037104822,48750,637,Very Low Income,Yes,Yes,Yes,District 3,Los Angeles - Pacoima,SPA 2 - San Fernando,4881,6475210.70605469,13768.6387256463
06037104823,81500,692,Low Income,Yes,Yes,Yes,District 3,Los Angeles - Pacoima,SPA 2 - San Fernando,4882,5718934.2578125,11300.8023205029
06037104824,112375,486,Moderate Income,No,No,Yes,District 3,Los Angeles - Pacoima,SPA 2 - San Fernando,4883,6374083.48828125,11599.6779386916
06037106010,144375,938,Above Moderate Income,No,No,No,District 3,Los Angeles - Sylmar,SPA 2 - San Fernando,4884,27335436.6582031,23881.0654786666
06037106020,123250,1298,Above Moderate Income,No,No,No,District 3,Los Angeles - Sylmar,SPA 2 - San Fernando,4885,21441404.3994141,22165.1278355623
06037106111,115357,1390,Moderate Income,No,No,Yes,District 3,Los Angeles - Sylmar,SPA 2 - San Fernando,4886,29954716.9316406,27404.3626081287
06037106112,100758,1430,Low Income,No,No,Yes,District 3,Los Angeles - Sylmar,SPA 2 - San Fernando,4887,34795935.4101562,48958.7063304225
06037106113,126190,1038,Above Moderate Income,No,No,No,District 3,Los Angeles - Sylmar,SPA 2 - San Fernando,4888,15561539.0332031,19777.6737746915
06037106114,72065,1830,Low Income,Yes,Yes,Yes,District 3,Los Angeles - Sylmar,SPA 2 - San Fernando,4889,10988107.5507812,17058.2661316265
06037106403,101346,854,Low Income,No,No,Yes,District 3,Los Angeles - Sylmar,SPA 2 - San Fernando,4890,11902775.5966797,14300.038725537
06037106405,88651,1147,Low Income,Yes,No,Yes,District 3,Los Angeles - Sylmar,SPA 2 - San Fernando,4891,12580823.1289062,14491.0390638944
06037106406,104598,1880,Low Income,No,No,Yes,District 3,Los Angeles - Sylmar,SPA 2 - San Fernando,4892,21572409.7216797,20945.5523274769
06037106407,29083,828,Extremely Low Income,Yes,Yes,Yes,District 3,Los Angeles - Sylmar,SPA 2 - San Fernando,4893,2497837.99414062,6355.49121102992
06037106408,58056,986,Very Low Income,Yes,Yes,Yes,District 3,Los Angeles - Sylmar,SPA 2 - San Fernando,4894,2465520.91699219,6295.50831200065
06037106510,121935,1601,Above Moderate Income,No,No,No,District 3,Los Angeles - Sylmar,SPA 2 - San Fernando,4895,62138891.1826172,36810.4174072868
06037106520,87029,1402,Low Income,Yes,No,Yes,District 3,Los Angeles - Sylmar,SPA 2 - San Fernando,4896,23742776.9794922,19779.1891837995
06037106603,142500,1216,Above Moderate Income,No,No,No,District 3,Los Angeles - Granada Hills,SPA 2 - San Fernando,4897,111070288.768555,48129.2464251955
06037106604,66611,1281,Very Low Income,Yes,Yes,Yes,District 3,Los Angeles - Sylmar,SPA 2 - San Fernando,4898,28109094.6132812,26134.1978001776
06037106641,118387,732,Above Moderate Income,No,No,No,District 3,Los Angeles - Granada Hills,SPA 2 - San Fernando,4899,12439769.265625,18205.3184268086
06037106642,139145,1189,Above Moderate Income,No,No,No,District 3,Los Angeles - Granada Hills,SPA 2 - San Fernando,4900,16922656.171875,19793.7825956512
06037106643,201250,1387,Above Moderate Income,No,No,No,District 3,Los Angeles - Granada Hills,SPA 2 - San Fernando,4901,46652067.0527344,31847.0660361859
06037106645,151389,1252,Above Moderate Income,No,No,No,District 3,Los Angeles - Granada Hills,SPA 2 - San Fernando,4902,26946666.1367188,29643.9705810143
06037106646,122734,999,Above Moderate Income,No,No,No,District 3,Los Angeles - Granada Hills,SPA 2 - San Fernando,4903,16141372.4765625,23002.4620379296
06037106648,69125,1179,Very Low Income,Yes,Yes,Yes,District 3,Los Angeles - Sylmar,SPA 2 - San Fernando,4904,8770048.65917969,12817.0277743276
06037106649,104773,642,Low Income,No,No,Yes,District 3,Los Angeles - Sylmar,SPA 2 - San Fernando,4905,11900113.8681641,19875.8687603473
06037107010,92788,757,Low Income,Yes,No,Yes,District 3,Los Angeles - Sylmar,SPA 2 - San Fernando,4906,7378650.45117188,12969.8963760505
06037107020,81429,1212,Low Income,Yes,Yes,Yes,District 3,Los Angeles - Sylmar,SPA 2 - San Fernando,4907,10674902.7763672,14598.594041933
06037108101,151027,757,Above Moderate Income,No,No,No,District 3,Los Angeles - Porter Ranch,SPA 2 - San Fernando,4908,12266855.5664062,14442.5173721992
06037108102,131014,1226,Above Moderate Income,No,No,No,District 3,Los Angeles - Porter Ranch,SPA 2 - San Fernando,4909,23081371.0019531,18310.673940999
06037108103,147893,1001,Above Moderate Income,No,No,No,District 3,Los Angeles - Porter Ranch,SPA 2 - San Fernando,4910,27776643.0498047,35922.726079898
06037108104,144167,562,Above Moderate Income,No,No,No,District 3,Los Angeles - Porter Ranch,SPA 2 - San Fernando,4911,9009471.14160156,14606.2062077058
06037108202,185852,3551,Above Moderate Income,No,No,No,District 3,Los Angeles - Porter Ranch,SPA 2 - San Fernando,4912,64178248.4638672,35709.8831355136
06037108203,151250,1175,Above Moderate Income,No,No,No,District 3,Los Angeles - Porter Ranch,SPA 2 - San Fernando,4913,14381515.4902344,16269.5127036231
06037108204,177283,658,Above Moderate Income,No,No,No,District 3,Los Angeles - Porter Ranch,SPA 2 - San Fernando,4914,16049102.4550781,21734.9878647895
06037109100,72396,887,Low Income,Yes,Yes,Yes,District 3,Los Angeles - Mission Hills,SPA 2 - San Fernando,4915,29181021.1005859,26282.804034726
06037109200,120016,1077,Above Moderate Income,No,No,No,District 3,Los Angeles - Granada Hills,SPA 2 - San Fernando,4916,10956303.3769531,15922.32808023
06037109300,121750,929,Above Moderate Income,No,No,No,District 3,Los Angeles - Granada Hills,SPA 2 - San Fernando,4917,13116617.7988281,17334.508574545
06037109400,99718,1131,Low Income,No,No,Yes,District 3,Los Angeles - Mission Hills,SPA 2 - San Fernando,4918,13685638.0449219,17525.934223217
06037109500,83561,982,Low Income,Yes,No,Yes,District 3,Los Angeles - Mission Hills,SPA 2 - San Fernando,4919,12907395.8847656,20454.3625085122
06037109601,119063,1330,Above Moderate Income,No,No,No,District 3,Los Angeles - Mission Hills,SPA 2 - San Fernando,4920,24327553.3300781,20047.8650112953
06037109603,83878,1268,Low Income,Yes,No,Yes,District 3,Los Angeles - Mission Hills,SPA 2 - San Fernando,4921,10751151.0771484,13424.2796976847
06037109604,105015,873,Low Income,No,No,Yes,District 3,Los Angeles - Mission Hills,SPA 2 - San Fernando,4922,12653709.8955078,14351.5983047847
06037109700,117104,1383,Moderate Income,No,No,Yes,District 3,Los Angeles - Granada Hills,SPA 2 - San Fernando,4923,17187332.4287109,17925.4026288896
06037109800,76681,1490,Low Income,Yes,Yes,Yes,District 3,Los Angeles - North Hills,SPA 2 - San Fernando,4924,15020694.4951172,16573.9834328906
06037111100,109600,936,Low Income,No,No,Yes,District 3,Los Angeles - Granada Hills,SPA 2 - San Fernando,4925,11389460.5732422,13559.3841736023
06037111201,114489,1030,Moderate Income,No,No,Yes,District 3,Los Angeles - Granada Hills,SPA 2 - San Fernando,4926,20422124.8144531,25160.05716791
06037111202,109137,1931,Low Income,No,No,Yes,District 3,Los Angeles - Granada Hills,SPA 2 - San Fernando,4927,20088990.9599609,20750.4595212886
06037111204,178706,1825,Above Moderate Income,No,No,No,District 3,Los Angeles - Porter Ranch,SPA 2 - San Fernando,4928,35796838.0058594,25671.7621448083
06037111205,107028,1344,Low Income,No,No,Yes,District 3,Los Angeles - Northridge,SPA 2 - San Fernando,4929,12510977.3164062,14704.3464082662
06037111206,148929,1364,Above Moderate Income,No,No,No,District 3,Los Angeles - Porter Ranch,SPA 2 - San Fernando,4930,28254587.3808594,24017.9955238273
06037111302,99457,1757,Low Income,No,No,Yes,District 3,Los Angeles - Northridge,SPA 2 - San Fernando,4931,16688621.9257812,17841.3257248712
06037111303,110469,1449,Low Income,No,No,Yes,District 3,Los Angeles - Granada Hills,SPA 2 - San Fernando,4932,16839648.4707031,18128.3784563807
06037111304,53989,1344,Very Low Income,Yes,Yes,Yes,District 3,Los Angeles - Granada Hills,SPA 2 - San Fernando,4933,4698362.54492188,8760.47577129834
06037111401,127115,686,Above Moderate Income,No,No,No,District 3,Los Angeles - North Hills,SPA 2 - San Fernando,4934,9088755.96191406,12350.6903806317
06037111402,58650,2158,Very Low Income,Yes,Yes,Yes,District 3,Los Angeles - Granada Hills,SPA 2 - San Fernando,4935,10445291.0800781,13232.4831879952
06037113101,129038,1198,Above Moderate Income,No,No,No,District 3,Los Angeles - Chatsworth,SPA 2 - San Fernando,4936,24470864.6025391,21320.4415956716
06037113102,215756,1036,Above Moderate Income,No,No,No,District 3,Los Angeles - Chatsworth,SPA 2 - San Fernando,4937,39188167.3203125,24707.0824296264
06037113211,111806,1624,Moderate Income,No,No,Yes,District 3,Los Angeles - Chatsworth,SPA 2 - San Fernando,4938,78523164.8056641,37624.866444185
06037113212,88917,972,Low Income,Yes,No,Yes,District 3,Los Angeles - Chatsworth,SPA 2 - San Fernando,4939,10616259.8193359,14122.7447933869
06037113213,130446,1725,Above Moderate Income,No,No,No,District 3,Los Angeles - Chatsworth,SPA 2 - San Fernando,4940,13967351.8974609,16838.9201584259
06037113231,132981,850,Above Moderate Income,No,No,No,District 3,Unincorporated - West Chatsworth,SPA 2 - San Fernando,4941,44809082.1621094,42106.6200250577
06037113232,150678,1539,Above Moderate Income,No,No,No,District 3,Los Angeles - West Hills,SPA 2 - San Fernando,4942,22012355.6738281,23299.9135753035
06037113234,72769,1665,Low Income,Yes,Yes,Yes,District 3,Los Angeles - Canoga Park,SPA 2 - San Fernando,4943,10966615.4716797,16773.9241021886
06037113235,89744,677,Low Income,Yes,No,Yes,District 3,Unincorporated - Lake Manor,SPA 2 - San Fernando,4944,14701757.3330078,28345.5687204172
06037113237,142917,1551,Above Moderate Income,No,No,No,District 3,Los Angeles - Chatsworth,SPA 2 - San Fernando,4945,51197742.8515625,36157.595351314
06037113238,64717,1445,Very Low Income,Yes,Yes,Yes,District 3,Los Angeles - Canoga Park,SPA 2 - San Fernando,4946,7593954.89648438,10850.4038664315
06037113239,50625,857,Very Low Income,Yes,Yes,Yes,District 3,Los Angeles - Canoga Park,SPA 2 - San Fernando,4947,4738085.32226562,9738.9775847419
06037113301,127448,1637,Above Moderate Income,No,No,No,District 3,Los Angeles - Northridge,SPA 2 - San Fernando,4948,24238364.2373047,22493.9283676644
06037113303,111893,1355,Moderate Income,No,No,Yes,District 3,Los Angeles - Chatsworth,SPA 2 - San Fernando,4949,44020903.9667969,30964.7177926767
06037113322,120364,1540,Above Moderate Income,No,No,No,District 3,Los Angeles - Chatsworth,SPA 2 - San Fernando,4950,19184402.5439453,20113.5046411879
06037113323,97064,1487,Low Income,Yes,No,Yes,District 3,Los Angeles - Chatsworth,SPA 2 - San Fernando,4951,7772517.08984375,11011.5180617902
06037113324,100960,995,Low Income,No,No,Yes,District 3,Los Angeles - Chatsworth,SPA 2 - San Fernando,4952,3492130.75585938,7928.50910219711
06037113423,99000,868,Low Income,No,No,Yes,District 3,Los Angeles - Winnetka,SPA 2 - San Fernando,4953,7649753.99804688,11075.1134184283
06037113424,113472,1087,Moderate Income,No,No,Yes,District 3,Los Angeles - Northridge,SPA 2 - San Fernando,4954,18738326.0625,20657.6485127715
06037113425,69559,1346,Low Income,Yes,Yes,Yes,District 3,Los Angeles - Canoga Park,SPA 2 - San Fernando,4955,3667047.21777344,7971.43452624458
06037113426,77070,735,Low Income,Yes,Yes,Yes,District 3,Los Angeles - Winnetka,SPA 2 - San Fernando,4956,20184714.2148438,21371.7608774686
06037113427,62266,936,Very Low Income,Yes,Yes,Yes,District 3,Los Angeles - Winnetka,SPA 2 - San Fernando,4957,2806211.79980469,9023.97078059514
06037113428,132614,1101,Above Moderate Income,No,No,No,District 3,Los Angeles - Winnetka,SPA 2 - San Fernando,4958,13673423.4267578,15162.190339531
06037115101,157829,1866,Above Moderate Income,No,No,No,District 3,Los Angeles - Northridge,SPA 2 - San Fernando,4959,41812047.5722656,26388.3516778952
06037115104,86522,1984,Low Income,Yes,No,Yes,District 3,Los Angeles - Northridge,SPA 2 - San Fernando,4960,10987102.3017578,20179.6195833099
06037115202,66679,2077,Very Low Income,Yes,Yes,Yes,District 3,Los Angeles - Northridge,SPA 2 - San Fernando,4961,18737607.28125,18731.2743124842
06037115203,76121,1010,Low Income,Yes,Yes,Yes,District 3,Los Angeles - Northridge,SPA 2 - San Fernando,4962,6509971.80566406,13182.0938297827
06037115204,100195,1669,Low Income,No,No,Yes,District 3,Los Angeles - Northridge,SPA 2 - San Fernando,4963,8315380.18847656,12879.1262027384
06037115301,95152,1647,Low Income,Yes,No,Yes,District 3,Los Angeles - Northridge,SPA 2 - San Fernando,4964,17666228.5517578,21836.1221048297
06037115302,76250,1052,Low Income,Yes,Yes,Yes,District 3,Los Angeles - Northridge,SPA 2 - San Fernando,4965,9022175.24902344,12561.1588465603
06037115401,62271,1909,Very Low Income,Yes,Yes,Yes,District 3,Los Angeles - Northridge,SPA 2 - San Fernando,4966,20506906.8222656,20433.093069866
06037115403,72036,1081,Low Income,Yes,Yes,Yes,District 3,Los Angeles - Northridge,SPA 2 - San Fernando,4967,7553347.38378906,11099.6580083453
06037115404,104286,844,Low Income,No,No,Yes,District 3,Los Angeles - Northridge,SPA 2 - San Fernando,4968,10269140.5927734,13011.3503916569
06037117101,110761,1490,Low Income,No,No,Yes,District 3,Los Angeles - North Hills,SPA 2 - San Fernando,4969,8417799.51367188,11698.7786092424
06037117102,94844,805,Low Income,Yes,No,Yes,District 3,Los Angeles - North Hills,SPA 2 - San Fernando,4970,11085612.2382812,13712.4089498802
06037117201,54301,1195,Very Low Income,Yes,Yes,Yes,District 3,Los Angeles - North Hills,SPA 2 - San Fernando,4971,8548198.58984375,13679.0981391811
06037117202,98438,945,Low Income,No,No,Yes,District 3,Los Angeles - North Hills,SPA 2 - San Fernando,4972,19495302.2011719,18086.1266353396
06037117301,146696,1146,Above Moderate Income,No,No,No,District 3,Los Angeles - North Hills,SPA 2 - San Fernando,4973,14300314.5722656,16164.7232629359
06037117302,115708,1603,Moderate Income,No,No,Yes,District 3,Los Angeles - Northridge,SPA 2 - San Fernando,4974,22083316.9804688,26163.4458001691
06037117303,129211,1182,Above Moderate Income,No,No,No,District 3,Los Angeles - North Hills,SPA 2 - San Fernando,4975,19439671.8300781,18085.4491752125
06037117404,130034,1403,Above Moderate Income,No,No,No,District 3,Los Angeles - North Hills,SPA 2 - San Fernando,4976,19003941.5058594,17700.6501587909
06037117405,49615,826,Very Low Income,Yes,Yes,Yes,District 3,Los Angeles - North Hills,SPA 2 - San Fernando,4977,2175619.73242188,5942.66415755958
06037117407,53512,1006,Very Low Income,Yes,Yes,Yes,District 3,Los Angeles - North Hills,SPA 2 - San Fernando,4978,2148931.08203125,5890.47601747233
06037117408,49786,746,Very Low Income,Yes,Yes,Yes,District 3,Los Angeles - North Hills,SPA 2 - San Fernando,4979,4052405.31640625,8246.91622628933
06037117510,57984,1062,Very Low Income,Yes,Yes,Yes,District 3,Los Angeles - North Hills,SPA 2 - San Fernando,4980,3630267.36230469,8174.74177678373
06037117520,50735,1050,Very Low Income,Yes,Yes,Yes,District 3,Los Angeles - North Hills,SPA 2 - San Fernando,4981,3460512.1015625,7761.73009304352
06037117530,42661,1722,Very Low Income,Yes,Yes,Yes,District 3,Los Angeles - North Hills,SPA 2 - San Fernando,4982,6033893.43359375,9945.46260076696
06037119001,113114,1031,Moderate Income,No,No,Yes,District 3,Los Angeles - Arleta,SPA 2 - San Fernando,4983,11577313.0166016,13962.1321034393
06037119003,99559,826,Low Income,No,No,Yes,District 3,Los Angeles - Arleta,SPA 2 - San Fernando,4984,9152043.43261719,12877.0119564235
06037119004,90417,681,Low Income,Yes,No,Yes,District 3,Los Angeles - Arleta,SPA 2 - San Fernando,4985,9171707.16894531,12938.0203471215
06037119201,108807,869,Low Income,No,No,Yes,District 3,Los Angeles - Arleta,SPA 2 - San Fernando,4986,10255257.7890625,12946.5449136098
06037119202,75930,1136,Low Income,Yes,Yes,Yes,District 3,Los Angeles - Arleta,SPA 2 - San Fernando,4987,10447385.4492188,16853.7463033923
06037119310,68462,1244,Very Low Income,Yes,Yes,Yes,District 3,Los Angeles - Panorama City,SPA 2 - San Fernando,4988,4722462.24414062,10015.2494252206
06037119320,87903,1300,Low Income,Yes,No,Yes,District 3,Los Angeles - Panorama City,SPA 2 - San Fernando,4989,5316856.91015625,9350.18475167637
06037119340,46250,1008,Very Low Income,Yes,Yes,Yes,District 3,Los Angeles - Panorama City,SPA 2 - San Fernando,4990,1314702.02246094,4632.2786816104
06037119341,53623,871,Very Low Income,Yes,Yes,Yes,District 3,Los Angeles - Panorama City,SPA 2 - San Fernando,4991,3525028.25683594,8359.24792257374
06037119342,76713,783,Low Income,Yes,Yes,Yes,District 3,Los Angeles - Panorama City,SPA 2 - San Fernando,4992,2358150.67871094,6104.94342689664
06037119400,99875,1102,Low Income,No,No,Yes,District 3,Los Angeles - Arleta,SPA 2 - San Fernando,4993,12059419.3027344,14162.6437061602
06037119700,90994,1313,Low Income,Yes,No,Yes,District 3,Los Angeles - Panorama City,SPA 2 - San Fernando,4994,14175400.0488281,20291.4578239369
06037119801,117708,623,Moderate Income,No,No,Yes,District 3,Los Angeles - Arleta,SPA 2 - San Fernando,4995,6592586.7265625,11988.3605192723
06037119802,94063,799,Low Income,Yes,No,Yes,District 3,Los Angeles - Arleta,SPA 2 - San Fernando,4996,6776188.16894531,12322.1478735107
06037119900,86500,1246,Low Income,Yes,No,Yes,District 3,Los Angeles - Panorama City,SPA 2 - San Fernando,4997,11327616.8232422,14582.8676229843
06037120010,59938,758,Very Low Income,Yes,Yes,Yes,District 3,Los Angeles - Panorama City,SPA 2 - San Fernando,4998,6102212.85742188,10220.1577461973
06037120020,42708,1271,Very Low Income,Yes,Yes,Yes,District 3,Los Angeles - Panorama City,SPA 2 - San Fernando,4999,5732451.13769531,12179.8855613555
06037120030,48281,700,Very Low Income,Yes,Yes,Yes,District 3,Los Angeles - Panorama City,SPA 2 - San Fernando,5000,4042047.8671875,8097.73016376082
06037120103,47069,840,Very Low Income,Yes,Yes,Yes,District 3,Los Angeles - Panorama City,SPA 2 - San Fernando,5001,1531762.02832031,5627.79127505732
06037120104,52198,819,Very Low Income,Yes,Yes,Yes,District 3,Los Angeles - Panorama City,SPA 2 - San Fernando,5002,4855892.52539062,10161.9713182063
06037120105,47903,850,Very Low Income,Yes,Yes,Yes,District 3,Los Angeles - Panorama City,SPA 2 - San Fernando,5003,5888904.734375,15689.314364314
06037120106,41045,1315,Extremely Low Income,Yes,Yes,Yes,District 3,Los Angeles - Panorama City,SPA 2 - San Fernando,5004,2207511.56640625,6070.97086096416
06037120107,41424,1115,Extremely Low Income,Yes,Yes,Yes,District 3,Los Angeles - Panorama City,SPA 2 - San Fernando,5005,2219500.23632812,6074.74853419652
06037120108,58816,1418,Very Low Income,Yes,Yes,Yes,District 3,Los Angeles - Panorama City,SPA 2 - San Fernando,5006,4153196.15625,8437.98289394272
06037120300,56364,1530,Very Low Income,Yes,Yes,Yes,District 3,Los Angeles - Panorama City,SPA 2 - San Fernando,5007,18625291.3535156,18461.2612622082
06037120400,67679,2101,Very Low Income,Yes,Yes,Yes,District 3,Los Angeles - Panorama City,SPA 2 - San Fernando,5008,11342990.4765625,17252.7318832221
06037121010,76133,1181,Low Income,Yes,Yes,Yes,District 3,Los Angeles - Sun Valley,SPA 2 - San Fernando,5009,21938724.671875,19439.9494676312
06037121020,67784,1039,Very Low Income,Yes,Yes,Yes,District 3,Los Angeles - North Hollywood,SPA 2 - San Fernando,5010,8862824.78417969,13123.5941471133
06037121101,67778,1014,Very Low Income,Yes,Yes,Yes,District 5,Los Angeles - Sun Valley,SPA 2 - San Fernando,5011,5017307.97949219,10718.7901865933
06037121102,81111,756,Low Income,Yes,Yes,Yes,District 5,Los Angeles - Sun Valley,SPA 2 - San Fernando,5012,81202249.6660156,37430.5187178532
06037121210,77195,812,Low Income,Yes,Yes,Yes,District 3,Los Angeles - Sun Valley,SPA 2 - San Fernando,5013,21747744.5908203,18363.6100051393
06037121221,90417,516,Low Income,Yes,No,Yes,District 3,Los Angeles - Sun Valley,SPA 2 - San Fernando,5014,5368645.64160156,11031.146326153
06037121222,79167,1236,Low Income,Yes,Yes,Yes,District 3,Los Angeles - Sun Valley,SPA 2 - San Fernando,5015,14360591.9746094,18205.7288325714
06037121600,95250,781,Low Income,Yes,No,Yes,District 3,Los Angeles - North Hollywood,SPA 2 - San Fernando,5016,12226265.6533203,16319.3464513318
06037121801,50357,1196,Very Low Income,Yes,Yes,Yes,District 3,Los Angeles - North Hollywood,SPA 2 - San Fernando,5017,5227906.45019531,10560.2130508561
06037121802,96304,714,Low Income,Yes,No,Yes,District 3,Los Angeles - North Hollywood,SPA 2 - San Fernando,5018,10313355.2363281,14870.6940835396
06037121900,57381,1052,Very Low Income,Yes,Yes,Yes,District 3,Los Angeles - Sun Valley,SPA 2 - San Fernando,5019,18151567.5419922,20085.6741084267
06037122000,96763,1576,Low Income,Yes,No,Yes,District 3,Los Angeles - North Hollywood,SPA 2 - San Fernando,5020,35127759.9345703,30433.9930769397
06037122120,67083,1212,Very Low Income,Yes,Yes,Yes,District 3,Los Angeles - Sun Valley,SPA 2 - San Fernando,5021,7747526.69824219,13223.7253331005
06037122121,57500,794,Very Low Income,Yes,Yes,Yes,District 3,Los Angeles - Sun Valley,SPA 2 - San Fernando,5022,4433690.19335938,11866.0072105158
06037122122,47799,709,Very Low Income,Yes,Yes,Yes,District 3,Los Angeles - Sun Valley,SPA 2 - San Fernando,5023,11169110.2080078,15319.4321170358
06037122200,74293,837,Low Income,Yes,Yes,Yes,District 5,Los Angeles - Sun Valley,SPA 2 - San Fernando,5024,18360451.8066406,19414.8134591679
