tract,med_hh_income,med_hh_income_universe,ami_category,below_med_income,below_60pct_med_income,below_moderate_income,sup_dist,csa,spa,ESRI_OID,Shape__Area,Shape__Length
6037101110,84091.0,1558,Low Income,Yes,No,Yes,District 5,Los Angeles - Tujunga,SPA 2 - San Fernando,4842,12329806.2148438,14765.6490038758
6037101122,99583.0,1407,Low Income,No,No,Yes,District 5,Los Angeles - Tujunga,SPA 2 - San Fernando,4843,29088657.1923828,30028.2137708717
6037101220,69676.0,1357,Low Income,Yes,Yes,Yes,District 5,Los Angeles - Tujunga,SPA 2 - San Fernando,4844,7532651.15527344,12504.5521301933
6037101221,53798.0,1483,Very Low Income,Yes,Yes,Yes,District 5,Los Angeles - Tujunga,SPA 2 - San Fernando,4845,3874399.41796875,8938.42134861514
6037101300,125675.0,1513,Above Moderate Income,No,No,No,District 5,Los Angeles - Tujunga,SPA 2 - San Fernando,4847,27694822.4121094,28700.8705710272
6037101400,81154.0,1336,Low Income,Yes,Yes,Yes,District 5,Los Angeles - Tujunga,SPA 2 - San Fernando,4848,67867979.1171875,41887.3323731771
6037102103,72656.0,714,Low Income,Yes,Yes,Yes,District 5,Los Angeles - Sun Valley,SPA 2 - San Fernando,4849,12811195.3740234,16198.5518254667
6037102104,107656.0,1299,Low Income,No,No,Yes,District 5,Los Angeles - Sun Valley,SPA 2 - San Fernando,4850,17933361.9628906,27118.7081563965
6037102105,96167.0,518,Low Income,Yes,No,Yes,District 5,Los Angeles - Sun Valley,SPA 2 - San Fernando,4851,5257057.125,9952.66420243989
6037102107,104500.0,1184,Low Income,No,No,Yes,District 5,Los Angeles - Sunland,SPA 2 - San Fernando,4852,139121771.666016,63442.6564858111
6037103101,117857.0,982,Above Moderate Income,No,No,No,District 5,Los Angeles - Sunland,SPA 2 - San Fernando,4853,21327764.9394531,24165.7669241483
6037103102,71754.0,1646,Low Income,Yes,Yes,Yes,District 5,Los Angeles - Sunland,SPA 2 - San Fernando,4854,13323875.8798828,16273.2413130881
6037103201,91213.0,1581,Low Income,Yes,No,Yes,District 5,Los Angeles - Sunland,SPA 2 - San Fernando,4855,21040409.2324219,18173.2239589304
6037103202,117338.0,649,Moderate Income,No,No,Yes,District 5,Los Angeles - Lakeview Terrace,SPA 2 - San Fernando,4856,51185007.7939453,44562.150658153
6037103300,148036.0,1296,Above Moderate Income,No,No,No,District 5,Los Angeles - Shadow Hills,SPA 2 - San Fernando,4857,66024681.0556641,37007.098020571
6037103401,100893.0,972,Low Income,No,No,Yes,District 5,Los Angeles - Sunland,SPA 2 - San Fernando,4858,15045317.2578125,20208.4809663066
6037103402,106161.0,1378,Low Income,No,No,Yes,District 5,Los Angeles - Sunland,SPA 2 - San Fernando,4859,11987350.8457031,14259.8471616325
6037104103,109688.0,868,Low Income,No,No,Yes,District 5,Los Angeles - Lakeview Terrace,SPA 2 - San Fernando,4860,10007491.6875,12992.0373117186
6037104105,60519.0,1580,Very Low Income,Yes,Yes,Yes,District 3,Los Angeles - Pacoima,SPA 2 - San Fernando,4861,6295469.3984375,11639.6968948502
6037104108,73344.0,1291,Low Income,Yes,Yes,Yes,District 3,Los Angeles - Pacoima,SPA 2 - San Fernando,4862,11698537.2763672,18498.0049415872
6037104124,90469.0,1325,Low Income,Yes,No,Yes,District 5,Unincorporated - Kagel/Lopez Canyons,SPA 2 - San Fernando,4863,47953358.1806641,37473.8141348432
6037104201,101509.0,863,Low Income,No,No,Yes,District 3,Los Angeles - Pacoima,SPA 2 - San Fernando,4864,11778994.3974609,14691.8972461659
6037104203,67872.0,1074,Very Low Income,Yes,Yes,Yes,District 3,Los Angeles - Pacoima,SPA 2 - San Fernando,4865,7619758.296875,11052.5266501792
6037104204,66167.0,718,Very Low Income,Yes,Yes,Yes,District 5,Los Angeles - Lakeview Terrace,SPA 2 - San Fernando,4866,28691700.7539062,29780.4311142764
6037104310,106250.0,885,Low Income,No,No,Yes,District 3,Los Angeles - Pacoima,SPA 2 - San Fernando,4867,16008672.9794922,19026.1836900057
6037104321,65521.0,773,Very Low Income,Yes,Yes,Yes,District 3,Los Angeles - Pacoima,SPA 2 - San Fernando,4868,5595372.671875,10641.697631319
6037104322,88125.0,445,Low Income,Yes,No,Yes,District 3,Los Angeles - Pacoima,SPA 2 - San Fernando,4869,7498677.06640625,14606.3833433496
6037104401,75234.0,623,Low Income,Yes,Yes,Yes,District 3,Los Angeles - Pacoima,SPA 2 - San Fernando,4870,7474268.68945312,12419.644324963
6037104403,98400.0,510,Low Income,No,No,Yes,District 3,Los Angeles - Pacoima,SPA 2 - San Fernando,4871,7398381.78320312,16067.758161955
6037104404,88125.0,746,Low Income,Yes,No,Yes,District 3,Los Angeles - Pacoima,SPA 2 - San Fernando,4872,5808075.99707031,10935.7071888996
6037104500,77888.0,621,Low Income,Yes,Yes,Yes,District 3,Los Angeles - Pacoima,SPA 2 - San Fernando,4873,5715318.89160156,11300.664483623
6037104610,86220.0,652,Low Income,Yes,No,Yes,District 3,Los Angeles - Pacoima,SPA 2 - San Fernando,4874,6371675.47460938,11599.2417873073
6037104620,88972.0,703,Low Income,Yes,No,Yes,District 3,Los Angeles - Pacoima,SPA 2 - San Fernando,4875,5716579.41699219,11300.4360398197
6037104704,72784.0,1231,Low Income,Yes,Yes,Yes,District 3,Los Angeles - Pacoima,SPA 2 - San Fernando,4879,17921965.6357422,16919.1964901945
6037104821,81518.0,751,Low Income,Yes,Yes,Yes,District 3,Los Angeles - Pacoima,SPA 2 - San Fernando,4880,5724316.27636719,11302.2406259718
6037104823,81500.0,692,Low Income,Yes,Yes,Yes,District 3,Los Angeles - Pacoima,SPA 2 - San Fernando,4882,5718934.2578125,11300.8023205029
6037104824,112375.0,486,Moderate Income,No,No,Yes,District 3,Los Angeles - Pacoima,SPA 2 - San Fernando,4883,6374083.48828125,11599.6779386916
6037106010,144375.0,938,Above Moderate Income,No,No,No,District 3,Los Angeles - Sylmar,SPA 2 - San Fernando,4884,27335436.6582031,23881.0654786666
6037106020,123250.0,1298,Above Moderate Income,No,No,No,District 3,Los Angeles - Sylmar,SPA 2 - San Fernando,4885,21441404.3994141,22165.1278355623
6037106111,115357.0,1390,Moderate Income,No,No,Yes,District 3,Los Angeles - Sylmar,SPA 2 - San Fernando,4886,29954716.9316406,27404.3626081287
6037106112,100758.0,1430,Low Income,No,No,Yes,District 3,Los Angeles - Sylmar,SPA 2 - San Fernando,4887,34795935.4101562,48958.7063304225
6037106113,126190.0,1038,Above Moderate Income,No,No,No,District 3,Los Angeles - Sylmar,SPA 2 - San Fernando,4888,15561539.0332031,19777.6737746915
6037106114,72065.0,1830,Low Income,Yes,Yes,Yes,District 3,Los Angeles - Sylmar,SPA 2 - San Fernando,4889,10988107.5507812,17058.2661316265
6037106403,101346.0,854,Low Income,No,No,Yes,District 3,Los Angeles - Sylmar,SPA 2 - San Fernando,4890,11902775.5966797,14300.038725537
6037106405,88651.0,1147,Low Income,Yes,No,Yes,District 3,Los Angeles - Sylmar,SPA 2 - San Fernando,4891,12580823.1289062,14491.0390638944
6037106406,104598.0,1880,Low Income,No,No,Yes,District 3,Los Angeles - Sylmar,SPA 2 - San Fernando,4892,21572409.7216797,20945.5523274769
6037106408,58056.0,986,Very Low Income,Yes,Yes,Yes,District 3,Los Angeles - Sylmar,SPA 2 - San Fernando,4894,2465520.91699219,6295.50831200065
6037106510,121935.0,1601,Above Moderate Income,No,No,No,District 3,Los Angeles - Sylmar,SPA 2 - San Fernando,4895,62138891.1826172,36810.4174072868
6037106520,87029.0,1402,Low Income,Yes,No,Yes,District 3,Los Angeles - Sylmar,SPA 2 - San Fernando,4896,23742776.9794922,19779.1891837995
6037106603,142500.0,1216,Above Moderate Income,No,No,No,District 3,Los Angeles - Granada Hills,SPA 2 - San Fernando,4897,111070288.768555,48129.2464251955
6037106604,66611.0,1281,Very Low Income,Yes,Yes,Yes,District 3,Los Angeles - Sylmar,SPA 2 - San Fernando,4898,28109094.6132812,26134.1978001776
6037106641,118387.0,732,Above Moderate Income,No,No,No,District 3,Los Angeles - Granada Hills,SPA 2 - San Fernando,4899,12439769.265625,18205.3184268086
6037106642,139145.0,1189,Above Moderate Income,No,No,No,District 3,Los Angeles - Granada Hills,SPA 2 - San Fernando,4900,16922656.171875,19793.7825956512
6037106643,201250.0,1387,Above Moderate Income,No,No,No,District 3,Los Angeles - Granada Hills,SPA 2 - San Fernando,4901,46652067.0527344,31847.0660361859
6037106645,151389.0,1252,Above Moderate Income,No,No,No,District 3,Los Angeles - Granada Hills,SPA 2 - San Fernando,4902,26946666.1367188,29643.9705810143
6037106646,122734.0,999,Above Moderate Income,No,No,No,District 3,Los Angeles - Granada Hills,SPA 2 - San Fernando,4903,16141372.4765625,23002.4620379296
6037106648,69125.0,1179,Very Low Income,Yes,Yes,Yes,District 3,Los Angeles - Sylmar,SPA 2 - San Fernando,4904,8770048.65917969,12817.0277743276
6037106649,104773.0,642,Low Income,No,No,Yes,District 3,Los Angeles - Sylmar,SPA 2 - San Fernando,4905,11900113.8681641,19875.8687603473
6037107010,92788.0,757,Low Income,Yes,No,Yes,District 3,Los Angeles - Sylmar,SPA 2 - San Fernando,4906,7378650.45117188,12969.8963760505
6037107020,81429.0,1212,Low Income,Yes,Yes,Yes,District 3,Los Angeles - Sylmar,SPA 2 - San Fernando,4907,10674902.7763672,14598.594041933
6037108101,151027.0,757,Above Moderate Income,No,No,No,District 3,Los Angeles - Porter Ranch,SPA 2 - San Fernando,4908,12266855.5664062,14442.5173721992
6037108102,131014.0,1226,Above Moderate Income,No,No,No,District 3,Los Angeles - Porter Ranch,SPA 2 - San Fernando,4909,23081371.0019531,18310.673940999
6037108103,147893.0,1001,Above Moderate Income,No,No,No,District 3,Los Angeles - Porter Ranch,SPA 2 - San Fernando,4910,27776643.0498047,35922.726079898
6037108104,144167.0,562,Above Moderate Income,No,No,No,District 3,Los Angeles - Porter Ranch,SPA 2 - San Fernando,4911,9009471.14160156,14606.2062077058
6037108202,185852.0,3551,Above Moderate Income,No,No,No,District 3,Los Angeles - Porter Ranch,SPA 2 - San Fernando,4912,64178248.4638672,35709.8831355136
6037108203,151250.0,1175,Above Moderate Income,No,No,No,District 3,Los Angeles - Porter Ranch,SPA 2 - San Fernando,4913,14381515.4902344,16269.5127036231
6037108204,177283.0,658,Above Moderate Income,No,No,No,District 3,Los Angeles - Porter Ranch,SPA 2 - San Fernando,4914,16049102.4550781,21734.9878647895
6037109100,72396.0,887,Low Income,Yes,Yes,Yes,District 3,Los Angeles - Mission Hills,SPA 2 - San Fernando,4915,29181021.1005859,26282.804034726
6037109200,120016.0,1077,Above Moderate Income,No,No,No,District 3,Los Angeles - Granada Hills,SPA 2 - San Fernando,4916,10956303.3769531,15922.32808023
6037109300,121750.0,929,Above Moderate Income,No,No,No,District 3,Los Angeles - Granada Hills,SPA 2 - San Fernando,4917,13116617.7988281,17334.508574545
6037109400,99718.0,1131,Low Income,No,No,Yes,District 3,Los Angeles - Mission Hills,SPA 2 - San Fernando,4918,13685638.0449219,17525.934223217
6037109500,83561.0,982,Low Income,Yes,No,Yes,District 3,Los Angeles - Mission Hills,SPA 2 - San Fernando,4919,12907395.8847656,20454.3625085122
6037109601,119063.0,1330,Above Moderate Income,No,No,No,District 3,Los Angeles - Mission Hills,SPA 2 - San Fernando,4920,24327553.3300781,20047.8650112953
6037109603,83878.0,1268,Low Income,Yes,No,Yes,District 3,Los Angeles - Mission Hills,SPA 2 - San Fernando,4921,10751151.0771484,13424.2796976847
6037109604,105015.0,873,Low Income,No,No,Yes,District 3,Los Angeles - Mission Hills,SPA 2 - San Fernando,4922,12653709.8955078,14351.5983047847
6037109700,117104.0,1383,Moderate Income,No,No,Yes,District 3,Los Angeles - Granada Hills,SPA 2 - San Fernando,4923,17187332.4287109,17925.4026288896
6037109800,76681.0,1490,Low Income,Yes,Yes,Yes,District 3,Los Angeles - North Hills,SPA 2 - San Fernando,4924,15020694.4951172,16573.9834328906
6037111100,109600.0,936,Low Income,No,No,Yes,District 3,Los Angeles - Granada Hills,SPA 2 - San Fernando,4925,11389460.5732422,13559.3841736023
6037111201,114489.0,1030,Moderate Income,No,No,Yes,District 3,Los Angeles - Granada Hills,SPA 2 - San Fernando,4926,20422124.8144531,25160.05716791
6037111202,109137.0,1931,Low Income,No,No,Yes,District 3,Los Angeles - Granada Hills,SPA 2 - San Fernando,4927,20088990.9599609,20750.4595212886
6037111204,178706.0,1825,Above Moderate Income,No,No,No,District 3,Los Angeles - Porter Ranch,SPA 2 - San Fernando,4928,35796838.0058594,25671.7621448083
6037111205,107028.0,1344,Low Income,No,No,Yes,District 3,Los Angeles - Northridge,SPA 2 - San Fernando,4929,12510977.3164062,14704.3464082662
6037111206,148929.0,1364,Above Moderate Income,No,No,No,District 3,Los Angeles - Porter Ranch,SPA 2 - San Fernando,4930,28254587.3808594,24017.9955238273
6037111302,99457.0,1757,Low Income,No,No,Yes,District 3,Los Angeles - Northridge,SPA 2 - San Fernando,4931,16688621.9257812,17841.3257248712
6037111303,110469.0,1449,Low Income,No,No,Yes,District 3,Los Angeles - Granada Hills,SPA 2 - San Fernando,4932,16839648.4707031,18128.3784563807
6037111304,53989.0,1344,Very Low Income,Yes,Yes,Yes,District 3,Los Angeles - Granada Hills,SPA 2 - San Fernando,4933,4698362.54492188,8760.47577129834
6037111401,127115.0,686,Above Moderate Income,No,No,No,District 3,Los Angeles - North Hills,SPA 2 - San Fernando,4934,9088755.96191406,12350.6903806317
6037111402,58650.0,2158,Very Low Income,Yes,Yes,Yes,District 3,Los Angeles - Granada Hills,SPA 2 - San Fernando,4935,10445291.0800781,13232.4831879952
6037113101,129038.0,1198,Above Moderate Income,No,No,No,District 3,Los Angeles - Chatsworth,SPA 2 - San Fernando,4936,24470864.6025391,21320.4415956716
6037113102,215756.0,1036,Above Moderate Income,No,No,No,District 3,Los Angeles - Chatsworth,SPA 2 - San Fernando,4937,39188167.3203125,24707.0824296264
6037113211,111806.0,1624,Moderate Income,No,No,Yes,District 3,Los Angeles - Chatsworth,SPA 2 - San Fernando,4938,78523164.8056641,37624.866444185
6037113212,88917.0,972,Low Income,Yes,No,Yes,District 3,Los Angeles - Chatsworth,SPA 2 - San Fernando,4939,10616259.8193359,14122.7447933869
6037113213,130446.0,1725,Above Moderate Income,No,No,No,District 3,Los Angeles - Chatsworth,SPA 2 - San Fernando,4940,13967351.8974609,16838.9201584259
6037113231,132981.0,850,Above Moderate Income,No,No,No,District 3,Unincorporated - West Chatsworth,SPA 2 - San Fernando,4941,44809082.1621094,42106.6200250577
6037113232,150678.0,1539,Above Moderate Income,No,No,No,District 3,Los Angeles - West Hills,SPA 2 - San Fernando,4942,22012355.6738281,23299.9135753035
6037113234,72769.0,1665,Low Income,Yes,Yes,Yes,District 3,Los Angeles - Canoga Park,SPA 2 - San Fernando,4943,10966615.4716797,16773.9241021886
6037113235,89744.0,677,Low Income,Yes,No,Yes,District 3,Unincorporated - Lake Manor,SPA 2 - San Fernando,4944,14701757.3330078,28345.5687204172
6037113237,142917.0,1551,Above Moderate Income,No,No,No,District 3,Los Angeles - Chatsworth,SPA 2 - San Fernando,4945,51197742.8515625,36157.595351314
6037113238,64717.0,1445,Very Low Income,Yes,Yes,Yes,District 3,Los Angeles - Canoga Park,SPA 2 - San Fernando,4946,7593954.89648438,10850.4038664315
6037113301,127448.0,1637,Above Moderate Income,No,No,No,District 3,Los Angeles - Northridge,SPA 2 - San Fernando,4948,24238364.2373047,22493.9283676644
6037113303,111893.0,1355,Moderate Income,No,No,Yes,District 3,Los Angeles - Chatsworth,SPA 2 - San Fernando,4949,44020903.9667969,30964.7177926767
6037113322,120364.0,1540,Above Moderate Income,No,No,No,District 3,Los Angeles - Chatsworth,SPA 2 - San Fernando,4950,19184402.5439453,20113.5046411879
6037113323,97064.0,1487,Low Income,Yes,No,Yes,District 3,Los Angeles - Chatsworth,SPA 2 - San Fernando,4951,7772517.08984375,11011.5180617902
6037113324,100960.0,995,Low Income,No,No,Yes,District 3,Los Angeles - Chatsworth,SPA 2 - San Fernando,4952,3492130.75585938,7928.50910219711
6037113423,99000.0,868,Low Income,No,No,Yes,District 3,Los Angeles - Winnetka,SPA 2 - San Fernando,4953,7649753.99804688,11075.1134184283
6037113424,113472.0,1087,Moderate Income,No,No,Yes,District 3,Los Angeles - Northridge,SPA 2 - San Fernando,4954,18738326.0625,20657.6485127715
6037113425,69559.0,1346,Low Income,Yes,Yes,Yes,District 3,Los Angeles - Canoga Park,SPA 2 - San Fernando,4955,3667047.21777344,7971.43452624458
6037113426,77070.0,735,Low Income,Yes,Yes,Yes,District 3,Los Angeles - Winnetka,SPA 2 - San Fernando,4956,20184714.2148438,21371.7608774686
6037113427,62266.0,936,Very Low Income,Yes,Yes,Yes,District 3,Los Angeles - Winnetka,SPA 2 - San Fernando,4957,2806211.79980469,9023.97078059514
6037113428,132614.0,1101,Above Moderate Income,No,No,No,District 3,Los Angeles - Winnetka,SPA 2 - San Fernando,4958,13673423.4267578,15162.190339531
6037115101,157829.0,1866,Above Moderate Income,No,No,No,District 3,Los Angeles - Northridge,SPA 2 - San Fernando,4959,41812047.5722656,26388.3516778952
6037115104,86522.0,1984,Low Income,Yes,No,Yes,District 3,Los Angeles - Northridge,SPA 2 - San Fernando,4960,10987102.3017578,20179.6195833099
6037115202,66679.0,2077,Very Low Income,Yes,Yes,Yes,District 3,Los Angeles - Northridge,SPA 2 - San Fernando,4961,18737607.28125,18731.2743124842
6037115203,76121.0,1010,Low Income,Yes,Yes,Yes,District 3,Los Angeles - Northridge,SPA 2 - San Fernando,4962,6509971.80566406,13182.0938297827
6037115204,100195.0,1669,Low Income,No,No,Yes,District 3,Los Angeles - Northridge,SPA 2 - San Fernando,4963,8315380.18847656,12879.1262027384
6037115301,95152.0,1647,Low Income,Yes,No,Yes,District 3,Los Angeles - Northridge,SPA 2 - San Fernando,4964,17666228.5517578,21836.1221048297
6037115302,76250.0,1052,Low Income,Yes,Yes,Yes,District 3,Los Angeles - Northridge,SPA 2 - San Fernando,4965,9022175.24902344,12561.1588465603
6037115401,62271.0,1909,Very Low Income,Yes,Yes,Yes,District 3,Los Angeles - Northridge,SPA 2 - San Fernando,4966,20506906.8222656,20433.093069866
6037115403,72036.0,1081,Low Income,Yes,Yes,Yes,District 3,Los Angeles - Northridge,SPA 2 - San Fernando,4967,7553347.38378906,11099.6580083453
6037115404,104286.0,844,Low Income,No,No,Yes,District 3,Los Angeles - Northridge,SPA 2 - San Fernando,4968,10269140.5927734,13011.3503916569
6037117101,110761.0,1490,Low Income,No,No,Yes,District 3,Los Angeles - North Hills,SPA 2 - San Fernando,4969,8417799.51367188,11698.7786092424
6037117102,94844.0,805,Low Income,Yes,No,Yes,District 3,Los Angeles - North Hills,SPA 2 - San Fernando,4970,11085612.2382812,13712.4089498802
6037117201,54301.0,1195,Very Low Income,Yes,Yes,Yes,District 3,Los Angeles - North Hills,SPA 2 - San Fernando,4971,8548198.58984375,13679.0981391811
6037117202,98438.0,945,Low Income,No,No,Yes,District 3,Los Angeles - North Hills,SPA 2 - San Fernando,4972,19495302.2011719,18086.1266353396
6037117301,146696.0,1146,Above Moderate Income,No,No,No,District 3,Los Angeles - North Hills,SPA 2 - San Fernando,4973,14300314.5722656,16164.7232629359
6037117302,115708.0,1603,Moderate Income,No,No,Yes,District 3,Los Angeles - Northridge,SPA 2 - San Fernando,4974,22083316.9804688,26163.4458001691
6037117303,129211.0,1182,Above Moderate Income,No,No,No,District 3,Los Angeles - North Hills,SPA 2 - San Fernando,4975,19439671.8300781,18085.4491752125
6037117404,130034.0,1403,Above Moderate Income,No,No,No,District 3,Los Angeles - North Hills,SPA 2 - San Fernando,4976,19003941.5058594,17700.6501587909
6037117407,53512.0,1006,Very Low Income,Yes,Yes,Yes,District 3,Los Angeles - North Hills,SPA 2 - San Fernando,4978,2148931.08203125,5890.47601747233
6037117510,57984.0,1062,Very Low Income,Yes,Yes,Yes,District 3,Los Angeles - North Hills,SPA 2 - San Fernando,4980,3630267.36230469,8174.74177678373
6037119001,113114.0,1031,Moderate Income,No,No,Yes,District 3,Los Angeles - Arleta,SPA 2 - San Fernando,4983,11577313.0166016,13962.1321034393
6037119003,99559.0,826,Low Income,No,No,Yes,District 3,Los Angeles - Arleta,SPA 2 - San Fernando,4984,9152043.43261719,12877.0119564235
6037119004,90417.0,681,Low Income,Yes,No,Yes,District 3,Los Angeles - Arleta,SPA 2 - San Fernando,4985,9171707.16894531,12938.0203471215
6037119201,108807.0,869,Low Income,No,No,Yes,District 3,Los Angeles - Arleta,SPA 2 - San Fernando,4986,10255257.7890625,12946.5449136098
6037119202,75930.0,1136,Low Income,Yes,Yes,Yes,District 3,Los Angeles - Arleta,SPA 2 - San Fernando,4987,10447385.4492188,16853.7463033923
6037119310,68462.0,1244,Very Low Income,Yes,Yes,Yes,District 3,Los Angeles - Panorama City,SPA 2 - San Fernando,4988,4722462.24414062,10015.2494252206
6037119320,87903.0,1300,Low Income,Yes,No,Yes,District 3,Los Angeles - Panorama City,SPA 2 - San Fernando,4989,5316856.91015625,9350.18475167637
6037119341,53623.0,871,Very Low Income,Yes,Yes,Yes,District 3,Los Angeles - Panorama City,SPA 2 - San Fernando,4991,3525028.25683594,8359.24792257374
6037119342,76713.0,783,Low Income,Yes,Yes,Yes,District 3,Los Angeles - Panorama City,SPA 2 - San Fernando,4992,2358150.67871094,6104.94342689664
6037119400,99875.0,1102,Low Income,No,No,Yes,District 3,Los Angeles - Arleta,SPA 2 - San Fernando,4993,12059419.3027344,14162.6437061602
6037119700,90994.0,1313,Low Income,Yes,No,Yes,District 3,Los Angeles - Panorama City,SPA 2 - San Fernando,4994,14175400.0488281,20291.4578239369
6037119801,117708.0,623,Moderate Income,No,No,Yes,District 3,Los Angeles - Arleta,SPA 2 - San Fernando,4995,6592586.7265625,11988.3605192723
6037119802,94063.0,799,Low Income,Yes,No,Yes,District 3,Los Angeles - Arleta,SPA 2 - San Fernando,4996,6776188.16894531,12322.1478735107
6037119900,86500.0,1246,Low Income,Yes,No,Yes,District 3,Los Angeles - Panorama City,SPA 2 - San Fernando,4997,11327616.8232422,14582.8676229843
6037120010,59938.0,758,Very Low Income,Yes,Yes,Yes,District 3,Los Angeles - Panorama City,SPA 2 - San Fernando,4998,6102212.85742188,10220.1577461973
6037120108,58816.0,1418,Very Low Income,Yes,Yes,Yes,District 3,Los Angeles - Panorama City,SPA 2 - San Fernando,5006,4153196.15625,8437.98289394272
6037120300,56364.0,1530,Very Low Income,Yes,Yes,Yes,District 3,Los Angeles - Panorama City,SPA 2 - San Fernando,5007,18625291.3535156,18461.2612622082
6037120400,67679.0,2101,Very Low Income,Yes,Yes,Yes,District 3,Los Angeles - Panorama City,SPA 2 - San Fernando,5008,11342990.4765625,17252.7318832221
6037121010,76133.0,1181,Low Income,Yes,Yes,Yes,District 3,Los Angeles - Sun Valley,SPA 2 - San Fernando,5009,21938724.671875,19439.9494676312
6037121020,67784.0,1039,Very Low Income,Yes,Yes,Yes,District 3,Los Angeles - North Hollywood,SPA 2 - San Fernando,5010,8862824.78417969,13123.5941471133
6037121101,67778.0,1014,Very Low Income,Yes,Yes,Yes,District 5,Los Angeles - Sun Valley,SPA 2 - San Fernando,5011,5017307.97949219,10718.7901865933
6037121102,81111.0,756,Low Income,Yes,Yes,Yes,District 5,Los Angeles - Sun Valley,SPA 2 - San Fernando,5012,81202249.6660156,37430.5187178532
6037121210,77195.0,812,Low Income,Yes,Yes,Yes,District 3,Los Angeles - Sun Valley,SPA 2 - San Fernando,5013,21747744.5908203,18363.6100051393
6037121221,90417.0,516,Low Income,Yes,No,Yes,District 3,Los Angeles - Sun Valley,SPA 2 - San Fernando,5014,5368645.64160156,11031.146326153
6037121222,79167.0,1236,Low Income,Yes,Yes,Yes,District 3,Los Angeles - Sun Valley,SPA 2 - San Fernando,5015,14360591.9746094,18205.7288325714
6037121600,95250.0,781,Low Income,Yes,No,Yes,District 3,Los Angeles - North Hollywood,SPA 2 - San Fernando,5016,12226265.6533203,16319.3464513318
6037121802,96304.0,714,Low Income,Yes,No,Yes,District 3,Los Angeles - North Hollywood,SPA 2 - San Fernando,5018,10313355.2363281,14870.6940835396
6037121900,57381.0,1052,Very Low Income,Yes,Yes,Yes,District 3,Los Angeles - Sun Valley,SPA 2 - San Fernando,5019,18151567.5419922,20085.6741084267
6037122000,96763.0,1576,Low Income,Yes,No,Yes,District 3,Los Angeles - North Hollywood,SPA 2 - San Fernando,5020,35127759.9345703,30433.9930769397
6037122120,67083.0,1212,Very Low Income,Yes,Yes,Yes,District 3,Los Angeles - Sun Valley,SPA 2 - San Fernando,5021,7747526.69824219,13223.7253331005
6037122121,57500.0,794,Very Low Income,Yes,Yes,Yes,District 3,Los Angeles - Sun Valley,SPA 2 - San Fernando,5022,4433690.19335938,11866.0072105158
6037122200,74293.0,837,Low Income,Yes,Yes,Yes,District 5,Los Angeles - Sun Valley,SPA 2 - San Fernando,5024,18360451.8066406,19414.8134591679
6037122410,65060.0,1223,Very Low Income,Yes,Yes,Yes,District 3,Los Angeles - North Hollywood,SPA 2 - San Fernando,5025,7614170.00878906,11116.6767570807
6037122420,76250.0,1285,Low Income,Yes,Yes,Yes,District 3,Los Angeles - North Hollywood,SPA 2 - San Fernando,5026,9284627.34765625,12386.8026293559
6037123020,83968.0,694,Low Income,Yes,No,Yes,District 3,Los Angeles - Sun Valley,SPA 2 - San Fernando,5028,6044749.9375,9824.42748679698
6037123103,87011.0,1603,Low Income,Yes,No,Yes,District 5,Los Angeles - North Hollywood,SPA 2 - San Fernando,5029,9700340.046875,13343.6271318178
6037123104,71606.0,1626,Low Income,Yes,Yes,Yes,District 5,Los Angeles - North Hollywood,SPA 2 - San Fernando,5030,8398918.35742188,11502.4211608533
6037123204,67500.0,1044,Very Low Income,Yes,Yes,Yes,District 3,Los Angeles - North Hollywood,SPA 2 - San Fernando,5032,3489441.03222656,7926.03436282145
6037123205,60417.0,769,Very Low Income,Yes,Yes,Yes,District 3,Los Angeles - North Hollywood,SPA 2 - San Fernando,5033,8155803.26855469,11532.5866906348
6037123301,69118.0,1692,Very Low Income,Yes,Yes,Yes,District 3,Los Angeles - North Hollywood,SPA 2 - San Fernando,5035,14044397.7158203,17672.2348690356
6037123303,72109.0,874,Low Income,Yes,Yes,Yes,District 3,Los Angeles - North Hollywood,SPA 2 - San Fernando,5036,6799869.65917969,13016.2516740511
6037123420,56519.0,1549,Very Low Income,Yes,Yes,Yes,District 3,Los Angeles - Valley Glen,SPA 2 - San Fernando,5039,8476029.85058594,14726.8571740902
6037123520,59643.0,776,Very Low Income,Yes,Yes,Yes,District 3,Los Angeles - Valley Glen,SPA 2 - San Fernando,5041,5504854.453125,12484.6591107765
6037123601,87295.0,1933,Low Income,Yes,No,Yes,District 3,Los Angeles - Valley Glen,SPA 2 - San Fernando,5042,16517551.7255859,18181.9327502049
6037123602,69311.0,1201,Very Low Income,Yes,Yes,Yes,District 3,Los Angeles - Valley Glen,SPA 2 - San Fernando,5043,9916166.48632812,14181.4964237375
6037123700,93201.0,1737,Low Income,Yes,No,Yes,District 3,Los Angeles - North Hollywood,SPA 2 - San Fernando,5044,10250516.9980469,13103.9322408975
6037123800,92964.0,2275,Low Income,Yes,No,Yes,District 3,Los Angeles - North Hollywood,SPA 2 - San Fernando,5045,13919787.9189453,17428.7067572039
6037123901,56333.0,1466,Very Low Income,Yes,Yes,Yes,District 3,Los Angeles - North Hollywood,SPA 2 - San Fernando,5046,13875662.3837891,15019.32017585
6037123902,86583.0,1100,Low Income,Yes,No,Yes,District 5,Los Angeles - North Hollywood,SPA 2 - San Fernando,5047,7141609.65429688,11686.0132686263
